CpGs,Monocytes_EPIC,B-cells_EPIC,CD4T-cells_EPIC,NK-cells_EPIC,CD8T-cells_EPIC,Neutrophils_EPIC
cg09631939,0.957,0.96,0.9446,0.401,0.8065,0.9454
cg26675329,0.7524,0.7556,0.7114,0.1506,0.5764,0.7381
cg11335172,0.924,0.9344,0.8907,0.1164,0.7292,0.8953
cg00459243,0.8689,0.9724,0.9478,0.5245,0.847,0.7462
cg10917426,0.965,0.9775,0.9658,0.5581,0.9507,0.9123
cg16463880,0.9062,0.9716,0.941,0.4818,0.8953,0.8111
cg14562426,0.7176,0.8151,0.774,0.219,0.664,0.5954
cg00711896,0.9795,0.9786,0.9746,0.7387,0.9502,0.84
cg22977745,0.9316,0.9384,0.9309,0.2827,0.9296,0.6707
cg00169184,0.9023,0.9103,0.905,0.2829,0.898,0.7354
cg14907310,0.9382,0.9169,0.897,0.3638,0.8675,0.9141
cg03726963,0.8558,0.9137,0.8394,0.5274,0.8419,0.8464
cg01017397,0.9731,0.9618,0.8836,0.7058,0.9437,0.9681
cg21964798,0.9396,0.5728,0.9444,0.5461,0.9414,0.9105
cg09235217,0.9485,0.9472,0.9399,0.6349,0.9481,0.9422
cg23617947,0.9174,0.9749,0.9476,0.7512,0.9367,0.8577
cg14930335,0.9458,0.9483,0.9461,0.6458,0.9221,0.9348
cg27309098,0.9645,0.9676,0.9626,0.6032,0.9537,0.9669
cg00462849,0.9545,0.9596,0.9493,0.5936,0.9599,0.9522
cg13682598,0.912,0.9478,0.9324,0.545,0.9539,0.7474
cg26971585,0.9633,0.9591,0.9559,0.6929,0.9525,0.9534
cg12500857,0.9131,0.8177,0.9073,0.0976,0.9073,0.9217
cg21828319,0.9002,0.767,0.8918,0.1434,0.8839,0.9008
cg19529732,0.8373,0.8064,0.2856,0.0519,0.0403,0.8048
cg14094409,0.9516,0.9227,0.5018,0.12,0.105,0.9461
cg08622923,0.8614,0.8414,0.5002,0.1415,0.1163,0.8068
cg10802680,0.7632,0.8126,0.3894,0.1543,0.1419,0.7525
cg11804414,0.8276,0.7718,0.3255,0.0716,0.0644,0.7663
cg11535839,0.6625,0.8965,0.7782,0.1027,0.5134,0.4913
cg13617280,0.9541,0.9574,0.9504,0.1035,0.9445,0.9011
cg16316183,0.8656,0.8902,0.8933,0.1488,0.8828,0.7094
cg24410690,0.8982,0.9117,0.9055,0.1779,0.9118,0.8715
cg20699157,0.9017,0.9261,0.8785,0.3005,0.799,0.8511
cg02287105,0.9144,0.9053,0.6534,0.197,0.5324,0.8892
cg14798382,0.9482,0.9692,0.9662,0.6983,0.9574,0.9081
cg05355684,0.901,0.8984,0.8742,0.1604,0.8583,0.8821
cg08326410,0.9062,0.8976,0.8841,0.1652,0.8328,0.8977
cg01454237,0.8396,0.7994,0.7716,0.1462,0.7322,0.7928
cg10214132,0.8995,0.8947,0.7653,0.1652,0.6297,0.8917
cg06233301,0.9583,0.9144,0.9383,0.5527,0.9081,0.9204
cg02240030,0.892,0.8631,0.856,0.1511,0.7673,0.8939
cg06504636,0.8429,0.7408,0.7163,0.1394,0.6451,0.8375
cg24137511,0.9699,0.9726,0.9597,0.3282,0.9512,0.9664
cg06706159,0.9543,0.958,0.9364,0.3321,0.9252,0.9492
cg00054352,0.8941,0.8838,0.8729,0.3993,0.8116,0.9073
cg24408769,0.6045,0.9542,0.9278,0.0764,0.9202,0.5614
cg02891728,0.7583,0.9133,0.93,0.5121,0.9415,0.7745
cg12103219,0.9637,0.9665,0.8209,0.6446,0.7771,0.959
cg24042899,0.957,0.9496,0.9317,0.5557,0.7495,0.9492
cg13523236,0.9459,0.9497,0.9283,0.6098,0.9077,0.9269
cg19456938,0.9056,0.8363,0.5747,0.2053,0.569,0.9003
cg13669740,0.8694,0.8023,0.5659,0.1969,0.5689,0.873
cg13617280,0.9541,0.9574,0.9504,0.1035,0.9445,0.9011
cg16316183,0.8656,0.8902,0.8933,0.1488,0.8828,0.7094
cg24410690,0.8982,0.9117,0.9055,0.1779,0.9118,0.8715
cg03538296,0.9066,0.8947,0.8569,0.0861,0.7858,0.9029
cg00829063,0.9067,0.9123,0.6766,0.1509,0.843,0.9032
cg22977745,0.9316,0.9384,0.9309,0.2827,0.9296,0.6707
cg03747304,0.8988,0.9014,0.8973,0.3216,0.8913,0.8131
cg00169184,0.9023,0.9103,0.905,0.2829,0.898,0.7354
cg24143611,0.9229,0.9656,0.886,0.6891,0.9174,0.8315
cg21180201,0.8641,0.8096,0.849,0.1504,0.8001,0.8476
cg08171667,0.8968,0.6319,0.8541,0.1819,0.7728,0.8931
cg01532713,0.9485,0.9448,0.9295,0.6193,0.8984,0.9418
cg09494176,0.9385,0.9322,0.9168,0.4017,0.8762,0.9314
cg05643988,0.8987,0.8966,0.8316,0.2546,0.6974,0.8946
cg24431515,0.9823,0.9602,0.91,0.6993,0.554,0.974
cg27316811,0.9686,0.9323,0.4164,0.9362,0.1845,0.9679
cg11947782,0.9494,0.87,0.6986,0.9387,0.5036,0.9487
cg26472802,0.9732,0.9005,0.4336,0.8311,0.2654,0.9713
cg23366234,0.9782,0.9167,0.6149,0.888,0.4574,0.9745
cg19001909,0.9618,0.9598,0.1861,0.9184,0.2252,0.9585
cg26472802,0.9732,0.9005,0.4336,0.8311,0.2654,0.9713
cg23366234,0.9782,0.9167,0.6149,0.888,0.4574,0.9745
cg01877778,0.9727,0.974,0.7193,0.9658,0.6938,0.9735
cg17820878,0.9592,0.9644,0.6633,0.9519,0.5435,0.9288
cg10730425,0.9726,0.9666,0.5552,0.9674,0.5616,0.9708
cg19529732,0.8373,0.8064,0.2856,0.0519,0.0403,0.8048
cg14094409,0.9516,0.9227,0.5018,0.12,0.105,0.9461
cg08622923,0.8614,0.8414,0.5002,0.1415,0.1163,0.8068
cg10802680,0.7632,0.8126,0.3894,0.1543,0.1419,0.7525
cg11804414,0.8276,0.7718,0.3255,0.0716,0.0644,0.7663
cg03388043,0.9528,0.9436,0.0441,0.7723,0.0448,0.9411
cg10505658,0.8414,0.8108,0.1099,0.577,0.1056,0.8144
cg00219921,0.8952,0.9091,0.7624,0.8682,0.149,0.8864
cg20042612,0.9704,0.967,0.4836,0.2122,0.3344,0.9659
cg07236781,0.9619,0.8117,0.8033,0.4425,0.3547,0.9622
cg03172657,0.6873,0.8337,0.3004,0.8173,0.0772,0.6625
cg07661835,0.8295,0.8294,0.3932,0.825,0.1201,0.8111
cg16452866,0.9668,0.9594,0.0768,0.9381,0.1375,0.965
cg13127825,0.5771,0.8956,0.5892,0.2619,0.4824,0.5184
cg00805874,0.9466,0.9655,0.9246,0.0981,0.6213,0.9421
cg25470384,0.9676,0.9729,0.9564,0.4964,0.8326,0.9602
cg04603811,0.9398,0.9824,0.9148,0.3815,0.6238,0.8592
cg25013586,0.5839,0.8124,0.5893,0.3626,0.5117,0.5384
cg25861453,0.6758,0.9012,0.7306,0.3503,0.5691,0.5852
cg09234252,0.9247,0.9282,0.1337,0.3274,0.0762,0.9002
cg21565496,0.9626,0.9678,0.3946,0.9513,0.5911,0.9532
cg11236515,0.9798,0.9303,0.1535,0.8898,0.2584,0.9736
cg07110949,0.966,0.9285,0.3816,0.9519,0.6097,0.9604
cg01002223,0.918,0.9168,0.8047,0.8899,0.4036,0.9114
cg20105257,0.9221,0.8608,0.2399,0.7973,0.141,0.9337
cg09032544,0.9638,0.9614,0.0733,0.1419,0.0643,0.9522
cg09120938,0.9562,0.955,0.7111,0.9414,0.5491,0.9527
cg06164961,0.9004,0.8938,0.0744,0.6933,0.0662,0.8903
cg24612198,0.9133,0.9124,0.0967,0.771,0.0935,0.8972
cg07786657,0.9724,0.969,0.059,0.1095,0.0601,0.963
cg13619891,0.8941,0.9206,0.1501,0.8202,0.1271,0.9047
cg02167713,0.9331,0.9537,0.551,0.8526,0.4284,0.9654
cg04042333,0.9387,0.8327,0.472,0.1283,0.151,0.9341
cg24150662,0.958,0.9339,0.3701,0.8623,0.3005,0.9617
cg06201717,0.9082,0.8581,0.4142,0.8404,0.3774,0.9074
cg08570691,0.9638,0.7999,0.6388,0.9286,0.6038,0.9618
cg11252555,0.9697,0.833,0.697,0.942,0.6332,0.968
cg21387735,0.971,0.9683,0.5453,0.8359,0.6671,0.9699
cg07970040,0.9566,0.9392,0.1766,0.6964,0.257,0.943
cg04340595,0.9413,0.9147,0.1183,0.5609,0.255,0.9172
cg08450017,0.9554,0.9573,0.0541,0.429,0.0967,0.9504
cg22512531,0.8977,0.8937,0.5076,0.4338,0.083,0.8811
cg12226453,0.9587,0.9528,0.936,0.4119,0.6598,0.9494
cg18973586,0.9646,0.9665,0.9552,0.6443,0.7464,0.961
cg04716447,0.6398,0.3525,0.0948,0.4798,0.0814,0.6776
cg14480046,0.8826,0.3147,0.096,0.6384,0.0761,0.8848
cg11893955,0.8994,0.5875,0.1375,0.4006,0.1291,0.9221
cg08338281,0.9168,0.7383,0.0638,0.8688,0.0586,0.9183
cg14597739,0.9315,0.0545,0.0931,0.323,0.1182,0.908
cg17169196,0.9059,0.038,0.061,0.2812,0.0709,0.8983
cg21999229,0.9165,0.0292,0.075,0.2262,0.0852,0.8648
cg14437551,0.9326,0.0146,0.0417,0.1266,0.0482,0.9151
cg13521018,0.8981,0.8708,0.1278,0.0802,0.0462,0.9153
cg17444479,0.9402,0.917,0.0809,0.0472,0.0305,0.9499
cg11848483,0.9278,0.9056,0.1172,0.8846,0.267,0.9179
cg03480001,0.9626,0.9546,0.8942,0.9576,0.7546,0.9518
cg16272981,0.9499,0.6101,0.6909,0.7862,0.4853,0.954
cg08697251,0.8668,0.5523,0.601,0.6974,0.4334,0.8531
cg26922780,0.658,0.8175,0.2299,0.4183,0.0942,0.5415
cg08570691,0.9638,0.7999,0.6388,0.9286,0.6038,0.9618
cg11252555,0.9697,0.833,0.697,0.942,0.6332,0.968
cg10977115,0.8814,0.8866,0.354,0.4141,0.0567,0.87
cg25939861,0.8575,0.855,0.7716,0.6428,0.0982,0.8597
cg24841244,0.897,0.9076,0.0752,0.862,0.0597,0.8797
cg17615629,0.931,0.8524,0.0973,0.8048,0.0946,0.9296
cg04759756,0.8876,0.8877,0.3474,0.6837,0.1518,0.8798
cg26757673,0.8916,0.82,0.356,0.1006,0.1484,0.8954
cg25226014,0.9125,0.8969,0.0779,0.5487,0.1888,0.906
cg14597739,0.9315,0.0545,0.0931,0.323,0.1182,0.908
cg17169196,0.9059,0.038,0.061,0.2812,0.0709,0.8983
cg21999229,0.9165,0.0292,0.075,0.2262,0.0852,0.8648
cg14437551,0.9326,0.0146,0.0417,0.1266,0.0482,0.9151
cg12044599,0.9681,0.7166,0.1768,0.7987,0.3189,0.9647
cg23468927,0.8661,0.6501,0.1666,0.5411,0.2484,0.8196
cg21330949,0.8425,0.8038,0.1695,0.1092,0.0638,0.8164
cg14287022,0.8342,0.8187,0.2701,0.1729,0.1189,0.8149
cg20894640,0.9018,0.895,0.2114,0.138,0.0933,0.896
cg24118521,0.9523,0.8082,0.5942,0.8907,0.5952,0.9576
cg05506829,0.9074,0.8152,0.6902,0.8412,0.6754,0.9018
cg23881368,0.8809,0.7282,0.5588,0.7882,0.5405,0.8736
cg07075299,0.9253,0.8883,0.78,0.9056,0.7931,0.9184
cg07720105,0.5368,0.5432,0.4535,0.486,0.4251,0.512
cg19517476,0.9477,0.8486,0.7342,0.7288,0.5865,0.932
cg26003388,0.9698,0.9596,0.5508,0.9328,0.6721,0.9578
cg07015803,0.9496,0.9475,0.0965,0.9281,0.1445,0.9442
cg10414881,0.8865,0.7379,0.2055,0.7432,0.2051,0.8851
cg08484479,0.9714,0.9704,0.7816,0.9659,0.8214,0.9681
cg14392283,0.972,0.8588,0.8094,0.8759,0.6711,0.9672
cg16374333,0.8908,0.9,0.1162,0.1563,0.0814,0.8616
cg22689323,0.8752,0.893,0.096,0.2532,0.0696,0.866
cg14597739,0.9315,0.0545,0.0931,0.323,0.1182,0.908
cg17169196,0.9059,0.038,0.061,0.2812,0.0709,0.8983
cg02402436,0.8246,0.0295,0.0588,0.1511,0.0792,0.7662
cg21999229,0.9165,0.0292,0.075,0.2262,0.0852,0.8648
cg14437551,0.9326,0.0146,0.0417,0.1266,0.0482,0.9151
cg23698124,0.9214,0.9258,0.6682,0.5108,0.425,0.915
cg03293732,0.9059,0.5154,0.5196,0.3852,0.2102,0.8797
cg13815684,0.9232,0.3011,0.1446,0.7691,0.1602,0.9129
cg26348243,0.9446,0.1755,0.0811,0.6376,0.1124,0.9301
cg17709873,0.8975,0.292,0.1762,0.6716,0.2121,0.8895
cg22318806,0.7389,0.2094,0.1641,0.4239,0.1754,0.6969
cg09088496,0.9086,0.8917,0.1252,0.2237,0.0914,0.8918
cg14522718,0.9363,0.913,0.192,0.7221,0.3353,0.9076
cg14597739,0.9315,0.0545,0.0931,0.323,0.1182,0.908
cg17169196,0.9059,0.038,0.061,0.2812,0.0709,0.8983
cg02402436,0.8246,0.0295,0.0588,0.1511,0.0792,0.7662
cg21999229,0.9165,0.0292,0.075,0.2262,0.0852,0.8648
cg14437551,0.9326,0.0146,0.0417,0.1266,0.0482,0.9151
cg14506192,0.8887,0.8799,0.443,0.1355,0.1205,0.8772
cg25140783,0.8742,0.4883,0.0971,0.0994,0.087,0.8836
cg26692749,0.748,0.4285,0.0631,0.0613,0.0528,0.7885
cg26354221,0.9476,0.9136,0.8031,0.918,0.6063,0.9383
cg00556515,0.8385,0.915,0.8454,0.5082,0.4748,0.7033
cg02691035,0.4794,0.7584,0.3935,0.8145,0.1763,0.4604
cg24456340,0.8994,0.9014,0.6417,0.0932,0.1001,0.8748
cg03254928,0.7798,0.7576,0.0728,0.7701,0.0614,0.7615
cg13750061,0.8248,0.8689,0.1043,0.8555,0.088,0.8836
cg19529732,0.8373,0.8064,0.2856,0.0519,0.0403,0.8048
cg14094409,0.9516,0.9227,0.5018,0.12,0.105,0.9461
cg08622923,0.8614,0.8414,0.5002,0.1415,0.1163,0.8068
cg10802680,0.7632,0.8126,0.3894,0.1543,0.1419,0.7525
cg11804414,0.8276,0.7718,0.3255,0.0716,0.0644,0.7663
cg11683242,0.8995,0.6805,0.2103,0.3799,0.1587,0.8928
cg02387618,0.9141,0.9184,0.347,0.7766,0.4291,0.9108
cg23825480,0.9064,0.9091,0.139,0.6139,0.2422,0.8741
cg08622923,0.8614,0.8414,0.5002,0.1415,0.1163,0.8068
cg21805118,0.8414,0.7192,0.2841,0.0998,0.0763,0.8224
cg11804414,0.8276,0.7718,0.3255,0.0716,0.0644,0.7663
cg18349022,0.8139,0.885,0.1789,0.5694,0.1042,0.6106
cg13815684,0.9232,0.3011,0.1446,0.7691,0.1602,0.9129
cg26348243,0.9446,0.1755,0.0811,0.6376,0.1124,0.9301
cg17709873,0.8975,0.292,0.1762,0.6716,0.2121,0.8895
cg22318806,0.7389,0.2094,0.1641,0.4239,0.1754,0.6969
cg02324835,0.8668,0.8604,0.357,0.7537,0.093,0.8579
cg21341821,0.6334,0.745,0.5714,0.6278,0.4089,0.6841
cg05392293,0.8166,0.7466,0.2232,0.7256,0.2143,0.7831
cg00774149,0.9409,0.9118,0.84,0.9291,0.7619,0.9195
cg13380109,0.8868,0.8689,0.808,0.8671,0.7463,0.8777
cg26768318,0.8932,0.8923,0.7924,0.6519,0.4928,0.8873
cg17804342,0.969,0.9719,0.799,0.9605,0.5616,0.9679
cg00805874,0.9466,0.9655,0.9246,0.0981,0.6213,0.9421
cg25470384,0.9676,0.9729,0.9564,0.4964,0.8326,0.9602
cg04603811,0.9398,0.9824,0.9148,0.3815,0.6238,0.8592
cg09788778,0.9396,0.972,0.9209,0.2582,0.7053,0.8952
cg11645762,0.6292,0.7552,0.6882,0.158,0.4975,0.5707
cg20267828,0.8916,0.6379,0.1081,0.238,0.11,0.8657
cg02098313,0.6353,0.2775,0.0833,0.085,0.074,0.6395
cg03016153,0.705,0.8534,0.0766,0.3647,0.0907,0.8632
cg01561807,0.9384,0.8752,0.7727,0.3518,0.5087,0.932
cg10261205,0.8974,0.7558,0.8001,0.6413,0.4964,0.6539
cg10411146,0.925,0.8033,0.8782,0.6727,0.5186,0.6699
cg02327522,0.9269,0.901,0.1759,0.6764,0.1682,0.9162
cg11586857,0.8915,0.253,0.1392,0.4662,0.1389,0.8656
cg24216966,0.8926,0.2238,0.1471,0.4079,0.1698,0.8763
cg09736959,0.8307,0.1025,0.1274,0.3661,0.1556,0.8136
cg07804973,0.9783,0.9833,0.9827,0.9745,0.9836,0.3817
cg16802439,0.7781,0.9755,0.9784,0.962,0.9798,0.0678
cg05398700,0.9338,0.9657,0.9669,0.9622,0.9678,0.0487
cg18424841,0.9333,0.9772,0.9731,0.9691,0.9761,0.4271
cg20782252,0.9564,0.9806,0.9807,0.9735,0.9825,0.3931
cg11153071,0.6058,0.9745,0.9752,0.9573,0.9735,0.1946
cg19619585,0.9684,0.9714,0.9725,0.9686,0.97,0.5542
cg24131359,0.9113,0.9416,0.9315,0.9096,0.9438,0.1933
cg04354689,0.626,0.9785,0.9678,0.9634,0.9732,0.3048
cg03571959,0.5392,0.8551,0.7799,0.802,0.8086,0.3611
cg04836151,0.7427,0.973,0.9774,0.9744,0.9778,0.4862
cg13610659,0.9352,0.9639,0.9639,0.965,0.9685,0.4855
cg16815625,0.9521,0.9794,0.9781,0.9724,0.9788,0.6023
cg09520857,0.9727,0.9807,0.9811,0.9768,0.9826,0.7684
cg14343513,0.9348,0.9688,0.9603,0.9598,0.9724,0.5085
cg15878616,0.5406,0.9678,0.9688,0.954,0.9659,0.0828
cg11597277,0.6187,0.9067,0.8911,0.896,0.9078,0.1
cg07276358,0.9782,0.9778,0.9753,0.9764,0.9802,0.733
cg11183227,0.972,0.9665,0.9665,0.971,0.9729,0.6216
cg03126713,0.7162,0.9852,0.983,0.9788,0.9838,0.6459
cg02286380,0.7604,0.9734,0.9548,0.5044,0.9037,0.338
cg13466002,0.5697,0.9752,0.9634,0.556,0.9448,0.1143
cg03071500,0.8353,0.9675,0.9403,0.9318,0.9324,0.4193
cg09597767,0.923,0.9833,0.9673,0.967,0.9691,0.5973
cg15609237,0.7761,0.6779,0.9142,0.9081,0.9582,0.2786
cg08691235,0.6835,0.6641,0.8402,0.8606,0.8869,0.2864
cg19906284,0.6461,0.6089,0.8196,0.8228,0.8573,0.2104
cg02715602,0.9355,0.974,0.9726,0.9705,0.9745,0.7399
cg18502618,0.8708,0.9562,0.955,0.9173,0.9588,0.3167
cg21792134,0.8793,0.9227,0.9207,0.9158,0.9236,0.1554
cg27535410,0.8775,0.9826,0.9802,0.9477,0.9829,0.6003
cg02930518,0.8748,0.9078,0.8948,0.9071,0.9086,0.4804
cg26262442,0.88,0.939,0.9402,0.9334,0.9415,0.406
cg17469479,0.9314,0.9611,0.9617,0.9589,0.9633,0.5408
cg13830870,0.9014,0.8867,0.9108,0.9076,0.9092,0.6226
cg11059944,0.9058,0.9119,0.9041,0.9012,0.9144,0.6144
cg11222173,0.7558,0.9759,0.9701,0.968,0.9751,0.5663
cg02368812,0.7487,0.9594,0.9578,0.9464,0.9639,0.3622
cg02930518,0.8748,0.9078,0.8948,0.9071,0.9086,0.4804
cg26262442,0.88,0.939,0.9402,0.9334,0.9415,0.406
cg17469479,0.9314,0.9611,0.9617,0.9589,0.9633,0.5408
cg11059944,0.9058,0.9119,0.9041,0.9012,0.9144,0.6144
cg22662844,0.4749,0.9452,0.9489,0.9278,0.9515,0.1692
cg25600606,0.8752,0.907,0.9044,0.9014,0.9166,0.1325
cg14642045,0.5561,0.9702,0.9265,0.3606,0.9185,0.038
cg23128584,0.6366,0.9127,0.8953,0.9185,0.9272,0.124
cg17285931,0.8313,0.9686,0.9657,0.9663,0.9658,0.3772
cg16993108,0.7908,0.9708,0.9639,0.9722,0.974,0.5644
cg27334271,0.6904,0.9647,0.9659,0.9633,0.9654,0.5921
cg17723958,0.6134,0.959,0.896,0.9431,0.9182,0.2915
cg22528270,0.0899,0.9714,0.974,0.9518,0.9674,0.0485
cg13984928,0.5253,0.9672,0.926,0.8502,0.847,0.1828
cg00463732,0.3524,0.796,0.6654,0.6315,0.6122,0.1785
cg03549146,0.3317,0.9461,0.9491,0.7266,0.9569,0.2394
cg00828556,0.0755,0.9318,0.9598,0.9211,0.9627,0.0656
cg25771026,0.1149,0.768,0.7565,0.7632,0.7685,0.0925
cg12116137,0.7408,0.9707,0.8334,0.8122,0.8761,0.3739
cg25739938,0.8872,0.9017,0.9004,0.8798,0.9067,0.0686
cg13468144,0.9054,0.9066,0.7695,0.879,0.8788,0.1037
cg18315935,0.9702,0.9789,0.9722,0.9698,0.9715,0.751
cg15724534,0.8949,0.9152,0.9162,0.9063,0.9223,0.1588
cg16679543,0.8977,0.9446,0.9357,0.9142,0.9355,0.4021
cg08253808,0.7598,0.8863,0.914,0.8985,0.912,0.0604
cg20107506,0.2759,0.927,0.9265,0.9201,0.9299,0.0603
cg14028598,0.493,0.929,0.9336,0.9191,0.9358,0.1267
cg15878616,0.5406,0.9678,0.9688,0.954,0.9659,0.0828
cg11597277,0.6187,0.9067,0.8911,0.896,0.9078,0.1
cg11376341,0.8246,0.9633,0.9554,0.9325,0.9548,0.419
cg25752703,0.5967,0.9498,0.935,0.9301,0.9458,0.1694
cg02286380,0.7604,0.9734,0.9548,0.5044,0.9037,0.338
cg13466002,0.5697,0.9752,0.9634,0.556,0.9448,0.1143
cg10826999,0.3676,0.9123,0.8748,0.8684,0.8662,0.0386
cg13876222,0.9544,0.9818,0.9792,0.9726,0.9823,0.6789
cg09452568,0.4715,0.9569,0.9579,0.9516,0.9625,0.1563
cg00992687,0.6363,0.832,0.8724,0.8696,0.8938,0.4065
cg10611016,0.6904,0.9138,0.9153,0.9117,0.922,0.0826
cg15029631,0.615,0.9186,0.9157,0.9276,0.8904,0.1489
cg00439981,0.6621,0.9164,0.9176,0.905,0.9152,0.0436
cg14066298,0.9142,0.9076,0.8894,0.9087,0.8991,0.2382
cg01383911,0.9057,0.9084,0.9094,0.9011,0.9083,0.369
cg06230847,0.9377,0.9348,0.9261,0.9218,0.9338,0.3639
cg07033722,0.2217,0.9294,0.9206,0.9101,0.9158,0.0587
cg14514483,0.9382,0.9574,0.909,0.9261,0.9266,0.5973
cg13026550,0.9675,0.9706,0.9655,0.9206,0.9679,0.8208
cg06867755,0.8731,0.9106,0.8991,0.896,0.9168,0.204
cg17331920,0.9229,0.9147,0.7504,0.9087,0.8958,0.2161
cg01785719,0.9148,0.9742,0.9726,0.9736,0.974,0.6579
cg15457217,0.7964,0.9167,0.8979,0.9096,0.9218,0.2618
cg05418105,0.6358,0.8223,0.919,0.9164,0.9268,0.1481
cg05085169,0.8461,0.9733,0.9759,0.9743,0.9788,0.751
cg12031275,0.8743,0.9508,0.9459,0.9298,0.9439,0.4702
cg21426759,0.8712,0.8952,0.8649,0.8694,0.8576,0.2042
cg03071500,0.8353,0.9675,0.9403,0.9318,0.9324,0.4193
cg09597767,0.923,0.9833,0.9673,0.967,0.9691,0.5973
cg17572056,0.9482,0.9741,0.9703,0.9646,0.9734,0.3075
cg20700740,0.5192,0.9705,0.9154,0.9563,0.9488,0.1134
cg13633625,0.6487,0.8632,0.8954,0.891,0.8972,0.0914
cg14345154,0.4976,0.9126,0.9038,0.8988,0.9065,0.075
cg10456459,0.0724,0.9215,0.9115,0.9035,0.9226,0.0636
cg01332882,0.4006,0.8714,0.881,0.8418,0.8994,0.1345
cg21781157,0.2562,0.5877,0.7084,0.5466,0.7804,0.08
cg23334433,0.1492,0.8872,0.877,0.8755,0.8757,0.0555
cg13618516,0.3619,0.9029,0.8968,0.8934,0.9064,0.0948
cg06623899,0.4648,0.926,0.9226,0.8764,0.9244,0.17
cg13466180,0.7626,0.9173,0.93,0.942,0.9332,0.4675
cg25605731,0.417,0.8803,0.9289,0.952,0.9349,0.055
cg04334723,0.2589,0.6938,0.6485,0.7533,0.6655,0.0649
cg01692842,0.8156,0.8686,0.8346,0.8423,0.8415,0.0569
cg20203469,0.8879,0.9033,0.8855,0.887,0.8968,0.2513
cg19037107,0.8599,0.912,0.9002,0.8837,0.8867,0.0662
cg22381196,0.6894,0.9222,0.9251,0.9137,0.923,0.0466
cg15520845,0.8732,0.917,0.9065,0.9165,0.922,0.171
cg13931640,0.1569,0.6697,0.961,0.9185,0.974,0.2737
cg07737292,0.0824,0.6022,0.9245,0.8362,0.9574,0.1074
cg01040749,0.8198,0.8867,0.895,0.8902,0.898,0.1528
cg17090611,0.4003,0.9032,0.8976,0.8785,0.9093,0.0644
cg18095675,0.5143,0.9016,0.8931,0.8846,0.9022,0.113
cg14189391,0.328,0.9633,0.9209,0.8974,0.9346,0.1897
cg10239163,0.2621,0.9037,0.681,0.7435,0.7668,0.1653
cg00471371,0.3882,0.9026,0.886,0.8923,0.9033,0.0928
cg12019801,0.2082,0.9063,0.8706,0.8841,0.8846,0.0683
cg26514623,0.4952,0.8714,0.889,0.905,0.9102,0.0954
cg27340480,0.1804,0.9008,0.9004,0.8851,0.8971,0.0354
cg19055828,0.5352,0.9064,0.9037,0.8947,0.9103,0.0426
cg14516183,0.2412,0.9064,0.9039,0.8936,0.9098,0.0416
cg10342963,0.9438,0.9539,0.9515,0.9456,0.9411,0.3034
cg23990557,0.8551,0.8682,0.8459,0.8453,0.8546,0.5512
cg13595556,0.6813,0.9091,0.8834,0.847,0.8874,0.0617
cg01383911,0.9057,0.9084,0.9094,0.9011,0.9083,0.369
cg06230847,0.9377,0.9348,0.9261,0.9218,0.9338,0.3639
cg18869709,0.7718,0.9459,0.9409,0.9096,0.9431,0.2916
cg09050670,0.035,0.437,0.7968,0.5258,0.8154,0.0216
cg05413628,0.4065,0.7631,0.8747,0.7553,0.8962,0.2172
cg08810397,0.5881,0.7611,0.8319,0.7443,0.8408,0.506
cg04012618,0.969,0.9698,0.9734,0.9705,0.9757,0.9644
cg08640475,0.9648,0.9734,0.9618,0.9704,0.9743,0.9072
cg10099827,0.9708,0.9771,0.9654,0.9769,0.9789,0.8961
cg08640475,0.9648,0.9734,0.9618,0.9704,0.9743,0.9072
cg10099827,0.9708,0.9771,0.9654,0.9769,0.9789,0.8961
cg04315923,0.9228,0.9412,0.9426,0.9482,0.9534,0.8909
cg19586199,0.9654,0.9654,0.9622,0.9634,0.9674,0.9588
cg17052552,0.9262,0.9331,0.9207,0.9214,0.9157,0.9198
cg16760382,0.9302,0.9277,0.9194,0.927,0.9244,0.8894
cg12711054,0.7788,0.8448,0.8599,0.827,0.8683,0.5966
cg21104363,0.7833,0.8614,0.8511,0.8297,0.8669,0.5708
cg01953317,0.8854,0.86,0.8874,0.8758,0.9017,0.8707
cg18168751,0.9643,0.9613,0.9626,0.9647,0.9648,0.9668
cg14203426,0.8614,0.9364,0.9377,0.9162,0.9367,0.7901
cg23144852,0.8662,0.8865,0.8834,0.8687,0.9005,0.8119
cg21414595,0.8965,0.893,0.8712,0.8932,0.8889,0.8858
cg25185536,0.8669,0.9103,0.9008,0.9012,0.9072,0.8341
cg24108508,0.855,0.8989,0.9024,0.9,0.9174,0.6974
cg10773745,0.8757,0.8917,0.817,0.8805,0.8697,0.8699
cg09846625,0.9091,0.9057,0.902,0.8897,0.9078,0.8927
cg04983687,0.951,0.9711,0.9505,0.8562,0.9651,0.8352
cg05958985,0.7407,0.8261,0.7919,0.6994,0.8436,0.6483
cg23580509,0.8963,0.9098,0.9044,0.8958,0.905,0.9077
cg03445653,0.944,0.9376,0.9229,0.8284,0.9309,0.9334
cg07352016,0.8972,0.8973,0.8924,0.8921,0.8984,0.8729
cg16666745,0.9067,0.8767,0.8695,0.907,0.8697,0.9009
cg21768884,0.956,0.9559,0.9496,0.951,0.9509,0.941
cg05184016,0.9596,0.9716,0.9612,0.9598,0.9577,0.9156
